"fklngth","totlngth","drlngth","drwght","rdwght","age","lfkl","ltotl","ldrl","ldrwght","lrdwght","lage","girth","lgirth","sex","location","year"
37.007874015748,40.748031496063,23.6220472440945,NA,15.95,11,1.56801159411184,1.60981655739252,1.37307011775582,NA,1.20254399879759,1.04120506851862,40.5,1.60716542514655,"MALE        ","THE_PAS     ","1978        "
50.1968503937008,54.1338582677165,31.496062992126,NA,NA,24,1.70037007536606,1.73315668088414,1.4979863454813,NA,NA,1.37996258373771,53.5,1.7280424029101,"FEMALE      ","THE_PAS     ","1978        "
50.1968503937008,53.1496062992126,32.2834645669291,NA,NA,23,1.70037007536606,1.72518918689014,1.50870827886835,NA,NA,1.36148250800224,52.5,1.71984940060685,"FEMALE      ","THE_PAS     ","1978        "
45.5511811023622,49.5275590551181,32.0866141732283,NA,29.92,20,1.65820084809778,1.69454158195219,1.50605251377176,NA,1.47569568089721,1.30079560293269,50,1.69866391898747,"MALE        ","THE_PAS     ","1978        "
49.6062992125984,53.9370078740157,31.1023622047244,NA,35.86,23,1.69523136166784,1.73157483490998,1.49252443397159,NA,1.55433020763221,1.36148250800224,54.2,1.73368689033678,"FEMALE      ","THE_PAS     ","1978        "
47.7165354330709,51.3779527559055,33.9763779527559,NA,33.88,20,1.67836647529517,1.71046858260196,1.53090122321274,NA,1.52966776803467,1.30079560293269,48,1.68093834603035,"FEMALE      ","THE_PAS     ","1978        "
45.748031496063,50.3937007874016,29.3307086614173,NA,29.48,23,1.66007327980346,1.7020695540118,1.46705820423581,NA,1.46926273005694,1.36148250800224,44,1.64315659310389,"MALE        ","THE_PAS     ","1978        "
40.3543307086614,44.2913385826772,33.8582677165354,NA,18.04,19,1.60560083263049,1.64602220608512,1.52938915120411,NA,1.25601021043616,1.27852322152255,39,1.59077796184527,"MALE        ","THE_PAS     ","1978        "
37.7952755905512,41.9291338582677,23.2283464566929,NA,16.5,17,1.57715332628632,1.62222357973037,1.3657721940405,NA,1.21726460308577,1.23022724448815,41,1.61249329861238,"MALE        ","THE_PAS     ","1978        "
42.244094488189,44.6850393700787,26.9685039370079,NA,24.86,14,1.62547310838307,1.64986485275337,1.43059907261734,NA,1.39524971171627,1.14592154998491,47,1.67179661385587,"MALE        ","THE_PAS     ","1978        "
43.1102362204724,46.8503937007874,26.3779527559055,NA,22,21,1.6342859175971,1.67041225014376,1.42098503619649,NA,1.34218083081125,1.32198108455207,43.5,1.63819406777883,"MALE        ","THE_PAS     ","1978        "
48.8188976377953,52.1653543307087,30.5905511811024,NA,33.88,29,1.68828375361467,1.71707275918186,1.48531965972347,NA,1.52966776803467,1.46213453321167,49,1.68989157538455,"MALE        ","THE_PAS     ","1978        "
48.8976377952756,53.9370078740157,29.9212598425197,NA,35.86,23,1.68898353819754,1.73157483490998,1.47571396407116,NA,1.55433020763221,1.36148250800224,52.5,1.71984940060685,"FEMALE      ","THE_PAS     ","1978        "
47.1653543307087,50.5905511811024,30.1574803149606,NA,33,19,1.67332158256661,1.70376240699298,1.47912852614681,NA,1.51824036537841,1.27852322152255,59.8,1.77638109464029,"MALE        ","THE_PAS     ","1978        "
35.3937007874016,38.503937007874,21.6141732283465,NA,12.98,12,1.54864692160101,1.58521949457678,1.33449816217327,NA,1.11307412560831,1.07898682144507,45.8,1.6605662575424,"MALE        ","THE_PAS     ","1978        "
